domain,address,categories,checkins,city,country_code,country_name,description,email,extracted_address,followers,likes,link,name,page_type,phone,phone_country_code,price_range,raw_phone,region_code,region_name,time,url,zip_code,row
aibsolutions.co.uk,,['Community'],,,,,,,,,,http://aibsolutions.co.uk/,AIB Solutions Ltd - Home | Facebook,BreadcrumbList,,,,,,,1673422805000,https://m.facebook.com/AIB-Solutions-Ltd-162330203814685/,,1
aicompanies.com,"2 technology way, 02062, norwood, ma, us, massachusetts",['0 (0 reviews)' 'Rating'],23,Norwood,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Massachusetts', 'city': 'Norwood', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Technology Way', 'postcode': '02062', 'po_box': None, 'house_number': '2', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': -4.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 42.21169662475586, 'longitude': -71.18305206298828, 'raw_text': '2 technology way, 02062, norwood, ma, us, massachusetts', 'tokens': None, 'nominatim_address': None}",,,http://aicompanies.com/,Advanced Instruments,LocalBusiness,+17813209000,US,££,+1 781-320-9000,,Massachusetts,1645808710000,https://m.facebook.com/pages/Advanced-Instruments/302052536506361/,02062,1
airdoctorsmoldassessors.com,,['Damage Restoration Service' 'Home Inspector'],,,,,,,,,,http://airdoctorsmoldassessors.com/,Air Doctors,LocalBusiness,+17866277400,US,$$$,+1 786-627-7400,,,1626090393000,https://m.facebook.com/airdoctorsmoldtesting/?locale=en_US,,1
airshasta.com,"3770 flight ave, 96002, redding, ca, us, california",['Airline Industry Service' 'Aviation Repair Station' 'Aviation School'],39,Redding,us,United States,"Part 141 & 61 Helicopter flight instruction private-commercial, Charter, Rental, Ag Operations, External load, Service Dept, Robinson R22-R44-R66 dealer",info@airshasta.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'California', 'city': 'Redding', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Flight Avenue', 'postcode': None, 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': False, 'city_has_first_letter_upper_case': True, 'latitude': 40.50941848754883, 'longitude': -122.30150604248047, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://airshasta.com/,"Air Shasta Rotor & Wing, Inc.",LocalBusiness,+15302220100,US,· $$ airline industry service · aviation repair station · aviation school,+1 530-222-0100,,California,1624459920000,https://m.facebook.com/AirShasta/?locale=en_US,,1
airtrackhvac.com,"16 falconer dr #5, l5n 3m1, mississauga, on, canada, ontario","['Electrician' 'Heating, Ventilating & Air Conditioning Servi']",,Mississauga,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Mississauga', 'city_district': 'Meadowvale South', 'continent_code': None, 'continent_name': None, 'state_district': 'Golden Horseshoe', 'road': 'Falconer Drive', 'postcode': 'L5N 1G6', 'po_box': None, 'house_number': '16', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': 'Meadowvale South', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 43.59321212768555, 'longitude': -79.72550201416016, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://airtrackhvac.com/,Air Track Inc,LocalBusiness,+19053304056,CA,$$,+1 905-330-4056,,Ontario,1624460311000,https://m.facebook.com/airtrackinc/?locale=en_US,L5N 1G6,1
akconstructionent.com,,['Architectural Designer' 'Contractor'],,,,,,,,,,https://akconstructionent.com/,AK Construction - Home | Facebook,,,,,,,,1658322444000,https://m.facebook.com/AKConstructionEnt/,,1
akelscarpetone.com,,['Carpet & Flooring Store'],,,,,,,,,,http://akelscarpetone.com/,Akel's Carpet One - Home | Facebook,,+5014000673,BZ,"· $$ carpet & flooring store https://www.pinterest.com/akelscarpet1 products carpet, luxury vinyl, hardwood, tile, laminate, cabinets, ...",+501 400-0673,,,1663807945000,https://m.facebook.com/AkelsCarpetOne/,,1
alacinc.org.nz,"45 cardwell street, auckland, new zealand",['Community Organization' 'Social Service'],54,Maungakiekie-Tāmaki,nz,New Zealand,Alac Inc. es una organización comunitaria que provee apoyo a migrantes y refugiados de Latinoamérica en su proceso de asentamiento en Nueva Zelanda.,socialservices@alacinc.org.nz,"{'country_code': 'nz', 'country_name': 'New Zealand', 'region_code': None, 'region_name': 'Auckland', 'city': 'Maungakiekie-Tāmaki', 'city_district': 'Onehunga', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Cardwell Street', 'postcode': '1061', 'po_box': None, 'house_number': '45', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': 'Onehunga', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': -36.91539764404297, 'longitude': 174.78543090820312, 'raw_text': '45 cardwell street, auckland, new zealand', 'tokens': None, 'nominatim_address': None}",,,http://alacinc.org.nz/,Alacinc NZ - Home | Facebook,BreadcrumbList,,,,,,Auckland,1673423269000,https://m.facebook.com/alacnz/,1061,1
alaskacoffeeroasting.com,"4001 geist rd, 99709, fairbanks, ak, alaska",['Breakfast & Brunch Restaurant' 'Coffee Shop' 'Dessert Shop'],"5,316",,us,United States,,baker@alaskacoffeeroasting.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Alaska', 'city': None, 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Geist Road', 'postcode': '99709', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 64.84916687011719, 'longitude': -147.82937622070312, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://alaskacoffeeroasting.com/,Alaska Coffee Roasting Co,LocalBusiness,+19074575282,US,$$,+1 907-457-5282,,Alaska,1626218406000,https://m.facebook.com/AlaskaCoffeeRoasting/?locale=en_US,99709,1
albolene.com,,['Health & wellness website' 'Health/beauty' 'Skin Care Service'],,,,,"http://www.albolene.com/ Health & wellness website · Skin Care Service · Health/beauty @albolenebeauty Terms and Conditions The Albolene® Facebook Page is a place to focus on your experience with moisturizing facial cleansers. We actively monitor comments and commentary on the Wall; however, to ensure a continually positive experience on the page we ask that Users keep the conversation informative. Albolene® is not responsible for any content including without limitation, comments, photographs, ratings and reviews, (""User-Generated Content"") posted on this Page by Users. The Albolene® Facebook page is not intended for reporting of adverse events, quality issues, product complaints or safety concerns. Please contact our Consumer Services Group at 1-844-422-6536 or email us at info@albolene.com. Notwithstanding, Albolene® reserves the right, but assumes no obligation to remove any posts in its sole discretion, including negative comments and commentary. Users shall be solely responsible and liable for any User-Generated Content, any activity or transactions that occur under their name or account, and any infringement of the copyright, trademarks or other proprietary rights of Albolene® or any third party, and any other harm resulting from the User-Generated Content. Users acknowledge and agree that any User Generated Content posted on this page may be used by Albolene® in any media now known or hereinafter invented, for any purpose, without time or territorial limitations, without the User's consent or compensation to the User. By posting on this page Users agree to adhere to Facebook's Terms and Conditions. Albolene® reserves the right to adopt additional posting guidelines or rules and to change or modify the guidelines or rules at any time. Any comments regarding Albolene® moisturizing cleaners must be consistent with the label; comments cannot suggest product use for conditions not indicated on the label; comments cannot reference competitive products. All comments regarding unintended product benefits will be reported to necessary organizations. Use as directed. For more product usage and label and more information visit us at www.albolene.com. Please feel free to contact us with any questions or comments at 1-844-422-6536 or info@albolene.com. Copyright 2021 Albolene LLC. This product information is intended for residents of the United States.",@albolenebeauty,,,,http://albolene.com/,Albolene,Organization,,,,,,,1654700682000,https://m.facebook.com/AlboleneMoisturizingCleanser/,,1
alburabeautysupply.ca,"6125 yonge street unit #1, m2m 3w8, toronto, on, canada, ontario",['Beauty Supply Store'],,Toronto,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Toronto', 'city_district': 'North York', 'continent_code': None, 'continent_name': None, 'state_district': 'Golden Horseshoe', 'road': 'Yonge Street', 'postcode': 'M2M 3W5', 'po_box': None, 'house_number': '6125', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 43.791805267333984, 'longitude': -79.41831970214844, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://alburabeautysupply.ca/,Albura Beauty Supply,LocalBusiness,+14167926111,CA,$$,+1 416-792-6111,,Ontario,1624332848000,https://m.facebook.com/alburabeautysupply/?locale=en_US,M2M 3W5,1
alcoholvolume.com,,"['Wine, beer and spirits shop']",,,,,,,,480,471,https://alcoholvolume.com,Alcohol By Volume,LocalBusiness,,,,,,,1654084341000,https://www.facebook.com/alcoholvolumeofficial/,,1
alightcandlecompany.co.uk,"mapperley, ng3 6gb, nottingham, uk, england",['Home decor' 'Shopping & Retail'],,Amber Valley,gb,United Kingdom,,,"{'country_code': 'gb', 'country_name': 'United Kingdom', 'region_code': None, 'region_name': 'England', 'city': 'Amber Valley', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'East Midlands', 'road': None, 'postcode': None, 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': False, 'city_has_first_letter_upper_case': True, 'latitude': 52.98234939575195, 'longitude': -1.3537968397140503, 'raw_text': 'mapperley, ng3 6gb, nottingham, uk, england', 'tokens': None, 'nominatim_address': None}",,,http://alightcandlecompany.co.uk/,Alight Candle Company,Organization,,,,,,England,1654715133000,https://m.facebook.com/alightcandlecompany/,,1
alilolandscaping.com,,['Gardener' 'Landscape company'],,,,,"Alilo Landscaping is a professional landscape design and building company operating in the GTA and surrounding areas. Our design is in harmony with nature. We specialize in lawn care, sodding, driveway, walkway, interlocking, deck & fence, and more.",infoalilolandscaping@gmail.com,,,,https://alilolandscaping.com/,Alilo Landscaping - Home | Facebook,BreadcrumbList,+14373356777,CA,,+1 437-335-6777,,,1660114170000,https://m.facebook.com/alilolandscaping/,,1
allaboutoutdoorliving.com,,['Construction Company'],,,,,,,,,,https://allaboutoutdoorliving.com/,All About Outdoor Living ltd - Home | Facebook,BreadcrumbList,,,,,,,1662178914000,https://m.facebook.com/allaboutoutdoorliving/,,1
allansexcavating.ca,"869 charlotteville road 7, n3y4k5, ‏‎simcoe‎‏، ‏‎on‎‏، ‏‎canada‎‏, ontario",['سیپٹک ٹینک سروس' 'ٹھیکیدار'],,,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': None, 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Southwestern Ontario', 'road': 'Charlotteville 2 Road', 'postcode': 'N0E 1P0', 'po_box': None, 'house_number': '7', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 42.68882751464844, 'longitude': -80.43102264404297, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://allansexcavating.ca/,Allan's Excavating Inc,LocalBusiness,+15194289998,CA,قابل اطلاق نہیں ہے,+1 519-428-9998,,Ontario,1628600908000,https://m.facebook.com/AllansExcavatingInc/,N0E 1P0,1
allareasfamilydaycare.com.au,"cuvee pl, 2770, minchinbury, nsw, australia, new south wales",['Child Care Service' 'Education'],5,Sydney,au,Australia,,,"{'country_code': 'au', 'country_name': 'Australia', 'region_code': None, 'region_name': 'New South Wales', 'city': 'Sydney', 'city_district': 'Minchinbury', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Cuvee Place', 'postcode': '2770', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': 'Minchinbury', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': -33.79026794433594, 'longitude': 150.8350067138672, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://allareasfamilydaycare.com.au/,All Areas Family Day Care,LocalBusiness,,,,,,New South Wales,1626255513000,https://m.facebook.com/allareasfamilydaycare/?locale=en_US,2770,1
allcanadianawards.shop,"424 simcoe st s, oshawa, on, canada l1h4j6",['Gift Shop' 'Sporting Goods Store'],5,Oshawa,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Oshawa', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Golden Horseshoe', 'road': 'Simcoe Street South', 'postcode': 'L1H 4J9', 'po_box': None, 'house_number': '424', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 43.88654327392578, 'longitude': -78.85872650146484, 'raw_text': '424 simcoe st s, oshawa, on, canada l1h4j6', 'tokens': None, 'nominatim_address': None}",,,http://allcanadianawards.shop/,All Canadian Awards & Gifts Sales - Home | Facebook,BreadcrumbList,+19055796621,CA,· $$,+1 905-579-6621,,Ontario,1660057293000,https://m.facebook.com/All-Canadian-Awards-Gifts-Sales-148364658528896/,L1H 4J9,1
allegrasurrey.com,,['Marketing Agency' 'Signs & Banner Service'],,,,,"Allegra provides professional printing services to businesses in Surrey BC since 1997. We print business cards, marketing collateral, stationery, business staples, forms, wide format posters, banners, signs, custom cut labels, sticker, decals ++",info@allegrasurrey.com,,,,https://allegrasurrey.com/,Allegra,LocalBusiness,+16045904405,CA,,+1 604-590-4405,,,1645836515000,https://m.facebook.com/AllegraSurrey.Marketing/,,1
allenharimllc.com,"29984 pinnacle way, 19966, millsboro, de, delaware",['Agricultural Cooperative' 'Foodservice distributor'],238,Millsboro,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Delaware', 'city': 'Millsboro', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Pinnacle Way', 'postcode': '19966', 'po_box': None, 'house_number': '29984', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 38.5777587890625, 'longitude': -75.26963806152344, 'raw_text': '29984 pinnacle way, 19966, millsboro, de, delaware', 'tokens': None, 'nominatim_address': None}",,,http://allenharimllc.com/,Allen Harim,LocalBusiness,+13026299136,,,(302) 629-9136,,Delaware,1654404395000,https://m.facebook.com/AllenHarim/,19966,1
alloccasionssigns.com,"144 rossland rd. e., l1g 2w4, oshawa, on, canada, ontario",['Party Supply & Rental Shop' 'Signs & Banner Service'],23,Oshawa,ca,Canada,"""On the lawn"" birthday signs and stork rentals. - over 50 colourful and fun characters to choose from -prompt, reliable service. -short notice? Yes we can.",aosigns2000@gmail.com,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Ontario', 'city': 'Oshawa', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': 'Golden Horseshoe', 'road': 'Rossland Road East', 'postcode': 'L1G 4V5', 'po_box': None, 'house_number': '144', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 43.916603088378906, 'longitude': -78.86553955078125, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,https://alloccasionssigns.com/,All Occasions Signs - Birthday Lawn Signs and Stork Rentals,LocalBusiness,+19057285639,CA,$,+1 905-728-5639,,Ontario,1630995671000,https://m.facebook.com/pages/All-Occasions-Signs/9846116573/?locale=en_US,L1G 4V5,1
allsafepool.com,,['Fence & Gate Contractor'],,,,,,,,,,http://allsafepool.com/dealers/pool-fence-riverside,All-Safe Pool Fence & Covers,LocalBusiness,+19518007927,US,$$,+1 951-800-7927,,,1624294644000,https://m.facebook.com/AllSafePoolFenceRiverside/?locale=en_US,,1
allstarsplayland.com,"9510 - 12 avenue sw, edmonton, ab, canada t6x 0j4",['Cafe' 'Party Entertainment Service' 'Playground'],"8,284",Edmonton,ca,Canada,,,"{'country_code': 'ca', 'country_name': 'Canada', 'region_code': None, 'region_name': 'Alberta', 'city': 'Edmonton', 'city_district': 'Ellerslie', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': '12 Avenue SW', 'postcode': 'T6X 0J5', 'po_box': None, 'house_number': '9510', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': 'Ellerslie', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 53.421669006347656, 'longitude': -113.48412322998047, 'raw_text': '9510 - 12 avenue sw, edmonton, ab, canada t6x 0j4', 'tokens': None, 'nominatim_address': None}",,,http://allstarsplayland.com/,Allstars Indoor Playland - Home | Facebook,BreadcrumbList,+17807570055,CA,· $,+1 780-757-0055,,Alberta,1665425277000,https://m.facebook.com/AllstarsIndoorPlayland/,T6X 0J5,1
almastory.com,,['Product/service' 'Sports & Recreation'],,,,,"http://www.almastory.com/. Eco-Friendly and Machine-Washable Alma Travel Mat is made from recycled plastic bottles and natural rubber, ultra compact, foldable, grippy and durable. It folds up, easily fits in a backpack or suitcase, comes with a special carrying pouch and a strap.",support@almastory.com,,,,http://almastory.com/,Alma Story - Home | Facebook,BreadcrumbList,+18556052562,US,· $$ product/service · sports & recreation products alma travel yoga mats and cork yoga blocks,+1 855-605-2562,,,1660664806000,https://m.facebook.com/almastorycom/,,1
almconveyancing.com.au,"sandra st, 2164, sydney, nsw, australia, new south wales",['Property Lawyer'],9,Sydney,au,Australia,,,"{'country_code': 'au', 'country_name': 'Australia', 'region_code': None, 'region_name': 'New South Wales', 'city': 'Sydney', 'city_district': 'Woodpark', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Sandra Street', 'postcode': '2160', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 5.0, 'staircase': None, 'suburb': 'Woodpark', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': -33.843894958496094, 'longitude': 150.96107482910156, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,http://almconveyancing.com.au/,ALM Conveyancing,LocalBusiness,,,,,,New South Wales,1624547854000,https://m.facebook.com/almconveyancing/?locale=en_US,2160,1
alohaglowsunlesstan.com,,['Tanning Salon'],29  http://www.alohaglowsunlesstan.com/ see what aloha glow chicago's luxury mobile sunless tan is doing in messenger get started (312) 436-1550 tanning salon price range · $$ @alohaglowsunlesstan,,,,,,,,,http://alohaglowsunlesstan.com/,Aloha Glow Chicago's Luxury Mobile Sunless Tan - Home | Facebook,BreadcrumbList,,,29 people checked in here http://www.alohaglowsunlesstan.com/ see what aloha glow chicago's luxury mobile sunless tan is doing in messenger get started (312) 436-1550 tanning salon  · $$ @alohaglowsunlesstan,,,,1660701437000,https://m.facebook.com/alohaglowsunlesstan/,,1
alphamilling.com,"6015 w 56th ave, 80002, arvada, co, us, colorado",['Business service' 'Contractor'],11,Arvada,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Colorado', 'city': 'Arvada', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'West 56th Avenue', 'postcode': '80002', 'po_box': None, 'house_number': '6015', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 39.79841613769531, 'longitude': -105.06281280517578, 'raw_text': '6015 w 56th ave, 80002, arvada, co, us, colorado', 'tokens': None, 'nominatim_address': None}",,,http://alphamilling.com/,Alpha Milling Company,LocalBusiness,+13034282899,US,££,+1 303-428-2899,,Colorado,1654364274000,https://m.facebook.com/alphamillingcompanyinc/,80002,1
alpineenergy.co.nz,,['Public & Government Service'],,,,,"Alpine Energy, profile picture Alpine Energy June 28 at 11:54 AM · Empowering our community means that we provide opportunities for connection and growth and that is why we are proud sponsors of the EPro8 Challenge, an inter-school science and technology competition. Every… More year over 12,000 students from 850 schools participate in a range of science and engineering-based challenges, helping to inspire them and also show them the benefits of collaborative team work. For more information about the great work that they do, visit: https://epro8challenge.co.nz/ #empoweringourcommunity #EPro8challenge #engineering May be an image of 3 people and indoor",,,,,https://alpineenergy.co.nz/customers/outages/report-a-fault,Alpine Energy - Home | Facebook,,,,,,,,1658359017000,https://m.facebook.com/AlpineEnergy/,,1
als.org,"1300 wilson boulevard, suite 600, 22209, arlington, va, virginia",['Nonprofit Organization'],629,Arlington,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Virginia', 'city': 'Arlington', 'city_district': 'Rosslyn', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Wilson Boulevard', 'postcode': '22209', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': 'Rosslyn', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 38.893348693847656, 'longitude': -77.06781768798828, 'raw_text': None, 'tokens': None, 'nominatim_address': None}",,,https://als.org/,The ALS Association,Organization,,,,,,Virginia,1624581851000,https://m.facebook.com/alsassociation/?locale=en_US,22209,1
altavistaderm.com,"206 w county line rd, ste 340, 80129, highlands ranch, co, us, colorado",['Dermatologist' 'Medical spa' 'Skincare service'],291,Douglas County,us,United States,"Alta Vista Dermatology specializes in skin cancer, skin checks, and micrographic surgery as well as pediatric and cosmetic dermatology. Professional Solutions for Your Skin!",skincare@altavistaderm.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Colorado', 'city': 'Douglas County', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': None, 'postcode': '80126', 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 39.54972457885742, 'longitude': -104.96956634521484, 'raw_text': '206 w county line rd, ste 340, 80129, highlands ranch, co, us, colorado', 'tokens': None, 'nominatim_address': None}",,,https://altavistaderm.com/,Alta Vista Dermatology,LocalBusiness,+13038886426,US,,+1 303-888-6426,,Colorado,1654702080000,https://m.facebook.com/altavistaderm/,80126,1
alterityadr.com,"atlanta, ga, us 30301",['Legal service'],0,Atlanta,us,United States,,info@alterityadr.com,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Georgia', 'city': 'Atlanta', 'city_district': None, 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': None, 'postcode': None, 'po_box': None, 'house_number': None, 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 7.0, 'staircase': None, 'suburb': None, 'timezone': None, 'unit': None, 'valid_zip_code': False, 'city_has_first_letter_upper_case': True, 'latitude': 33.748992919921875, 'longitude': -84.39026641845703, 'raw_text': 'atlanta, ga, us 30301', 'tokens': None, 'nominatim_address': None}",,,http://alterityadr.com/,Alterity ADR - Home | Facebook,http://schema.org/LocalBusiness,+18882581237,US,Not applicable,+1 888-258-1237,,Georgia,1654722841000,https://m.facebook.com/alterityadr/,,1
alturarestaurant.com,"617 broadway e, seattle, wa 98102",['Italian Restaurant'],,Seattle,us,United States,,,"{'country_code': 'us', 'country_name': 'United States', 'region_code': None, 'region_name': 'Washington', 'city': 'Seattle', 'city_district': 'Capitol Hill', 'continent_code': None, 'continent_name': None, 'state_district': None, 'road': 'Broadway East', 'postcode': '98102', 'po_box': None, 'house_number': '617', 'entrance': None, 'is_json_ld_address': False, 'l_rank': None, 'level': None, 'main_location': None, 'occurrences': 1.0, 'only_location': None, 'score': 6.0, 'staircase': None, 'suburb': 'Capitol Hill', 'timezone': None, 'unit': None, 'valid_zip_code': True, 'city_has_first_letter_upper_case': True, 'latitude': 47.624813079833984, 'longitude': -122.32115173339844, 'raw_text': '617 broadway e, seattle, wa 98102', 'tokens': None, 'nominatim_address': None}",,,http://alturarestaurant.com/,"Altura Restaurant - Home - Seattle, Washington - Menu, prices, restaurant reviews | Facebook",,,,,,,Washington,1658325105000,https://m.facebook.com/alturarestaurant/,98102,1
aluminco.com,"megali rachi, inofyta, viotia, greece, 32011 oinófita, greece",['Industrial Company'],331,,,,,,,,,http://aluminco.com/,ALUMINCO - Home | Facebook,BreadcrumbList,,,· $$$,,,,1673252722000,https://m.facebook.com/alumincosystems/,,1
